address,neighbourhood,district,sqft_surface,bedrooms,bathrooms,new_construction,latitude,longitude,price
San Isidro,Sant Isidre ,Patraix,117.0,4,2,None,39.4510701,-0.40261729999999996,114500.0
Mercado Central,El Mercat ,Ciutat Vella,30.0,1,1,None,39.4734989,-0.3788958031249997,113000.0
Marxalenes,Tormos ,La Saïdia,66.0,2,1,None,39.487948100000004,-0.3838063,70500.0
calle Fontanares,Safranar ,Patraix,80.0,3,1,None,39.460221399999995,-0.3942363,95000.0
calle del Ceramista Ros,Vara de Quart ,Patraix,94.0,3,1,None,39.4634539,-0.403516,110600.0
calle Guillem Ferrer,Marxalenes ,La Saïdia,70.0,3,1,None,39.4873159,-0.3862508,58000.0
calle de Zapadores,Montolivet ,Quatre Carreres,73.0,3,1,None,39.4585173,-0.3686143,130000.0
calle Carrer de Pere Cabanes,Torrefiel ,Rascanya,60.0,3,1,None,39.49423529999999,-0.3785,68500.0
calle de Calarredes,Sant Pau ,Campanar,73.0,3,1,None,39.4825033,-0.38454190000000005,93000.0
Carrer del General Llorens,Benicalap ,Benicalap,99.0,3,1,None,39.4915936,-0.3859366,125000.0
Carrer de Quart,La Petxina ,Extramurs,33.0,1,1,None,39.4754484,-0.3858818,70000.0
Avenida de la Constitución,Orriols ,Rascanya,111.0,3,2,None,39.493143100000005,-0.3732987,104000.0
calle de Azcárraga,La Petxina ,Extramurs,103.0,4,1,None,39.4742554,-0.38998130000000003,129000.0
calle de Ribelles Comin,En Corts ,Quatre Carreres,100.0,4,2,None,39.4518638,-0.3718433,121000.0
calle de María de Molina,Camí Real ,Jesús,70.0,3,1,None,39.452461299999996,-0.38992140000000003,73000.0
calle del Párroco Cobos,Benimàmet ,Pobles de l'Oest,100.0,3,2,None,39.4974394,-0.42262730000000004,130000.0
Jesus,L'Hort de Senabre ,Jesús,69.0,2,1,None,39.4548776,-0.3868173,84000.0
La Olivereta,Nou Moles ,L'Olivereta,64.0,3,1,None,39.470655900000004,-0.39619590000000005,77000.0
Marxalenes,Tormos ,La Saïdia,89.0,3,1,None,39.487948100000004,-0.3838063,91000.0
Carretera de Malilla,Malilla ,Quatre Carreres,94.0,4,2,None,39.4459224,-0.380201,119000.0
Sant Marcel·Lí,Sant Marcel·lí ,Jesús,70.0,3,1,None,39.445536499999996,-0.3904804,65000.0
La Fuensanta,La Llum ,L'Olivereta,95.0,3,1,None,39.46498270000001,-0.4082254,119500.0
Carrer de Pedro Cabanes,Torrefiel ,Rascanya,60.0,3,1,None,39.4953518,-0.3726184,65000.0
La Torre,Faitanar ,Pobles del Sud,91.0,2,1,None,39.434090999999995,-0.3912965202989428,122100.0
San Isidro,Sant Isidre ,Patraix,102.0,3,1,None,39.4510701,-0.40261729999999996,101000.0
La Olivereta,Tres Forques ,L'Olivereta,86.0,3,1,None,39.470655900000004,-0.39619590000000005,100000.0
calle de Pedro Monsoriu,Beteró ,Poblats Marítims,70.0,3,1,None,39.4691314,-0.3360577,125000.0
calle de Menorca,La Creu del Grau ,Camins al Grau,81.0,2,1,None,39.4612806,-0.33953790000000006,90000.0
El Cabanyal,El Grau ,Poblats Marítims,2.0,1,1,None,39.4701544,-0.3323547,120000.0
La Olivereta,Nou Moles ,L'Olivereta,75.0,3,1,None,39.470655900000004,-0.39619590000000005,66500.0
calle de Azcárraga,La Petxina ,Extramurs,68.0,3,1,None,39.4742554,-0.38998130000000003,115000.0
Algirós,Aiora ,Camins al Grau,65.0,2,1,None,39.46979,-0.3533645589442029,85500.0
Ayora,Aiora ,Camins al Grau,70.0,3,1,None,39.46777470000001,-0.3431272,86000.0
calle del Músico Jarque Cualladó,Marxalenes ,La Saïdia,72.0,3,1,None,39.488934,-0.384733,71000.0
Avenida de la Constitución,Orriols ,Rascanya,111.0,4,2,None,39.493143100000005,-0.3732987,104000.0
Carrer de Pedro Cabanes,Torrefiel ,Rascanya,70.0,3,1,None,39.4953518,-0.3726184,76000.0
Jesus,La Creu Coberta ,Jesús,74.0,2,1,None,39.4548776,-0.3868173,80000.0
calle de Santo Domingo Savio,Torrefiel ,Rascanya,78.0,3,1,None,39.49780429999999,-0.3761271,90000.0
La Olivereta,Nou Moles ,L'Olivereta,106.0,4,1,None,39.470655900000004,-0.39619590000000005,84000.0
calle de Santiago Apóstol,Beniferri ,Pobles de l'Oest,70.0,1,1,None,39.496343599999996,-0.4048153,120000.0
calle del Doctor Lluch,El Cabanyal-El Canyamelar ,Poblats Marítims,71.0,2,1,None,39.4696455,-0.32802529999999996,102000.0
Carrer del Periodista Gil Sumbiela,Benicalap ,Benicalap,111.0,4,1,None,39.4934831,-0.3898259,129900.0
Avenida de las Gaviotas,El Perellonet ,Pobles del Sud,72.0,3,2,None,39.2940611,-0.28714470000000003,97000.0
Marxalenes,Tormos ,La Saïdia,69.0,3,1,None,39.487948100000004,-0.3838063,67000.0
Malvarrosa,La Malva-rosa ,Poblats Marítims,75.0,3,1,None,39.4792914,-0.3235806674213336,75000.0
calle del Maestro Alberto Luz,Benimàmet ,Pobles de l'Oest,49.0,1,1,None,39.5028282,-0.41836190000000006,40200.0
Pobles del Sud ,El Castellar-L'Oliveral ,Pobles del Sud,148.0,4,2,None,39.4282661,-0.3581993,130000.0
calle de Vidal de Blanes,El Grau ,Poblats Marítims,72.0,2,1,None,39.4596896,-0.3356542,95000.0
calle de Mariano Ribera,Patraix ,Patraix,76.0,3,1,None,39.464837200000005,-0.39207390000000003,90000.0
calle del Horticultor Galán,Marxalenes ,La Saïdia,69.0,3,1,None,39.488097499999995,-0.37980040000000004,64900.00000000001
calle Carrer de L''arquebisbe Company,El Cabanyal-El Canyamelar ,Poblats Marítims,62.0,3,1,None,39.4734575,-0.3301289,129000.0
calle de la Democracia,Soternes ,L'Olivereta,70.0,3,1,None,39.4726907,-0.4073637,103500.0
La Fontsanta,Nou Moles ,L'Olivereta,85.0,3,1,None,39.4662538,-0.4074325,99990.0
calle del Pintor Stolz,Nou Moles ,L'Olivereta,50.0,1,1,None,39.469999,-0.4025462,120000.0
calle de Ador,El Castellar-L'Oliveral ,Pobles del Sud,171.0,3,1,None,39.429969,-0.36212990000000006,99000.0
calle de Villanueva de Castellón,Tormos ,La Saïdia,69.0,2,1,None,39.488707399999996,-0.3790048,67000.0
calle del Pintor Jover,Fonteta de Sant Lluís ,Quatre Carreres,102.0,4,1,None,39.443088200000005,-0.36673649999999997,89900.0
Carrer de Sant Joan Bosco,Orriols ,Rascanya,86.0,3,1,None,39.497457700000005,-0.3692689,68500.0
Carrer del Pintor Orrente,Benimàmet ,Pobles de l'Oest,92.0,3,1,None,39.5010364,-0.4162201,70000.0
calle de Alfarrasí,Benimàmet ,Pobles de l'Oest,60.0,2,1,None,39.502224700000006,-0.425512,64700.0
Torrefiel,Orriols ,Rascanya,111.0,4,2,None,39.4946478,-0.376130279007177,104000.0
Barrio de San Cristóbal,El Grau ,Poblats Marítims,64.0,2,1,None,39.463470799999996,-0.3355588,109900.0
Avinguda Real de Madrid,Camí Real ,Jesús,78.0,2,1,None,39.4387128,-0.38939759999999995,79900.0
Camino Caminot,La Punta ,Quatre Carreres,315.0,4,1,None,39.444441600000005,-0.3446039,99000.0
Carrer de Quart,La Petxina ,Extramurs,43.0,1,1,None,39.4754484,-0.3858818,100000.0
Patraix,L'Hort de Senabre ,Jesús,107.0,3,1,None,39.456528000000006,-0.3903667,120500.0
Lolivereta,Tres Forques ,L'Olivereta,82.0,2,1,None,39.470655900000004,-0.39619590000000005,129000.0
Olivereta/Hospital General,La Fontsanta ,L'Olivereta,103.0,3,1,None,39.470655900000004,-0.39619590000000005,95000.0
Algirós,Aiora ,Camins al Grau,73.0,2,1,None,39.46979,-0.3533645589442029,91500.0
Lolivereta,Tres Forques ,L'Olivereta,62.0,2,2,None,39.470655900000004,-0.39619590000000005,120000.0
Carrer de Salvador Lluch,Montolivet ,Quatre Carreres,109.0,3,1,None,39.458605600000006,-0.3675315,124000.0
Burjassot,Sant Pau ,Campanar,95.0,3,2,None,39.48349879999999,-0.3829893,130024.0
Carrer del Comte de Torrefiel,Torrefiel ,Rascanya,135.0,3,2,None,39.4923599,-0.37565370000000003,125000.0
calle del Poeta Serrano Clavero,Benicalap ,Benicalap,76.0,2,1,None,39.4925894,-0.38913390000000003,91000.0
Carrer de Llanera de Ranes,L'Hort de Senabre ,Jesús,111.0,3,2,None,39.4540223,-0.3907952,126000.0
Ayora,Aiora ,Camins al Grau,90.0,3,1,None,39.46777470000001,-0.3431272,125000.0
Algirós,Aiora ,Camins al Grau,95.0,4,1,None,39.46979,-0.3533645589442029,103000.0
Algirós,Aiora ,Camins al Grau,91.0,3,1,None,39.46979,-0.3533645589442029,129000.0
calle Carrer del Mestre Bellver,Patraix ,Patraix,72.0,2,1,None,39.464353499999994,-0.3921792,129000.0
calle José Grollo,Benicalap ,Benicalap,132.0,4,2,None,39.489005299999995,-0.3880194,120000.0
Algirós,Aiora ,Camins al Grau,47.0,1,1,None,39.46979,-0.3533645589442029,125000.0
calle de Daroca,Orriols ,Rascanya,55.0,2,1,None,39.496042700000004,-0.36878829999999996,68800.0
La Fuensanta,La Fontsanta ,L'Olivereta,79.0,3,1,None,39.46498270000001,-0.4082254,96000.0
Monteolivete,Montolivet ,Quatre Carreres,67.0,2,1,None,39.459287700000004,-0.36202140000000005,79000.0
La Saïdia ,Marxalenes ,La Saïdia,66.0,3,1,None,39.487598999999996,-0.37625959999999997,95000.0
La Olivereta,Nou Moles ,L'Olivereta,75.0,2,1,None,39.470655900000004,-0.39619590000000005,80000.0
Ayora,Aiora ,Camins al Grau,85.0,3,1,None,39.46777470000001,-0.3431272,115000.0
Avda Puerto,La Creu del Grau ,Camins al Grau,75.0,2,1,None,39.46264185,-0.3485170292665123,124800.0
calle de Vicente Puchol,El Castellar-L'Oliveral ,Pobles del Sud,156.0,3,1,None,39.428019899999995,-0.36394499999999996,125000.0
Quatre Carreres ,En Corts ,Quatre Carreres,74.0,3,1,None,39.4468789,-0.36937929999999997,122000.0
calle de Santiago Rusiñol,Sant Llorenç ,Rascanya,80.0,3,1,None,39.4942424,-0.3649867,116000.0
calle del Horticultor Galán,Tormos ,La Saïdia,68.0,1,1,None,39.488097499999995,-0.37980040000000004,56000.0
Carrer del Pintor Orrente,Benimàmet ,Pobles de l'Oest,71.0,1,1,None,39.5010364,-0.4162201,48300.0
calle de Belchite,Tormos ,La Saïdia,71.0,3,1,None,39.4865119,-0.3789792,100500.0
Carrer del Pintor Cortina,Favara ,Patraix,53.0,2,1,None,39.454531200000005,-0.3931935,126000.0
Carrer de Quart,Sant Francesc ,Ciutat Vella,37.0,1,1,None,39.476123799999996,-0.3819577,100000.0
Pobles de L'oest ,Benimàmet ,Pobles de l'Oest,120.0,4,2,None,39.4992054,-0.4142085999999999,110000.0
Carrer de Vicente Lleó,En Corts ,Quatre Carreres,73.0,2,1,None,39.457999900000004,-0.37131420000000004,110000.0
Avinguda del CID,Nou Moles ,L'Olivereta,80.0,3,1,None,39.4685471,-0.3979341,88000.0
calle de Forata,L'Hort de Senabre ,Jesús,80.0,2,1,None,39.45098529999999,-0.3940114,119000.0
calle de Miguel Servet,Benicalap ,Benicalap,62.0,1,1,None,39.4866015,-0.3931873,108714.0
Carrer del General Llorens,Benicalap ,Benicalap,58.0,2,1,None,39.4915936,-0.3859366,71000.0
Benicalap ,Ciutat Fallera ,Benicalap,86.0,2,1,None,39.491043499999996,-0.38952040000000004,124000.0
La Fontsanta,Tres Forques ,L'Olivereta,85.0,5,1,None,39.4662538,-0.4074325,84000.0
Carrer de la Palma,Sant Francesc ,Ciutat Vella,60.0,2,1,None,39.478753399999995,-0.37900490000000003,122000.0
La Fontsanta,Nou Moles ,L'Olivereta,85.0,2,1,None,39.4662538,-0.4074325,130000.0
calle de Palma de Gandía,Benifaraig ,Pobles del Nord,91.0,2,2,None,39.5284524,-0.384261,112400.0
Avinguda de Pérez Galdós,Nou Moles ,L'Olivereta,76.0,3,1,None,39.4679698,-0.3908855,121000.0
Parque de Cabecera,Soternes ,L'Olivereta,71.0,2,2,None,39.47727995,-0.4088523125693652,115000.0
Carrer de Cuba,Russafa ,L'Eixample,45.0,1,1,None,39.4598391,-0.375544,125000.0
calle de Azcárraga,La Petxina ,Extramurs,60.0,1,1,None,39.4742554,-0.38998130000000003,89000.0
calle de Francisco Moreno Usedo,Nou Moles ,L'Olivereta,72.0,4,1,None,39.472195,-0.397144,110000.0
calle de Rodrigo de Pertegás,La Creu del Grau ,Camins al Grau,68.0,3,1,None,39.4606635,-0.340574,110000.0
calle del Pintor Dalmau,Beteró ,Poblats Marítims,87.0,3,1,None,39.4739476,-0.3344188,97000.0
calle del Bergantín,Les Tendetes ,Campanar,67.0,1,1,None,39.4823408,-0.38552129999999996,116000.0
Avenida de las Gaviotas,El Perellonet ,Pobles del Sud,75.0,2,1,None,39.2940611,-0.28714470000000003,120000.0
calle de la Canoa,Les Tendetes ,Campanar,72.0,2,1,None,39.4846595,-0.3874765,119000.0
Carrer Colón,La Seu ,Ciutat Vella,50.0,2,1,None,39.4695255,-0.37154380000000004,40000.0
calle de la Hiedra,El Carme ,Ciutat Vella,30.0,1,1,None,39.4724545,-0.3784524,18700.0
Avenida del Puerto,El Grau ,Poblats Marítims,80.0,3,1,None,39.4599805,-0.3328886,127300.0
calle Felipe de Gauna,El Cabanyal-El Canyamelar ,Poblats Marítims,84.0,3,1,None,39.4714314,-0.3329698,125000.0
Carrer del Marquès de Montortal,Torrefiel ,Rascanya,125.0,3,1,None,39.4948384,-0.37569640000000004,125000.0
Tormos,Morvedre ,La Saïdia,87.0,2,2,None,39.4903474,-0.3779152,127000.0
Plaza de Monistrol,Sant Marcel·lí ,Jesús,70.0,3,1,None,39.4438092,-0.3891616,57100.0
Avinguda de Pérez Galdós,Nou Moles ,L'Olivereta,78.0,3,1,None,39.4679698,-0.3908855,110000.0
calle de Balmes,El Pilar ,Ciutat Vella,109.0,4,1,None,39.4737285,-0.3836703,105000.0
Camins Al Grau,Aiora ,Camins al Grau,65.0,3,1,None,39.4654437,-0.3479365,90000.0
Avinguda del CID,Vara de Quart ,Patraix,96.0,4,1,None,39.4673012,-0.39172729999999994,99900.0
Avenida de la Constitución,Orriols ,Rascanya,77.0,3,1,None,39.493143100000005,-0.3732987,108000.0
Jesus,L'Hort de Senabre ,Jesús,70.0,3,1,None,39.4548776,-0.3868173,73000.0
Poblats Maritims,La Malva-rosa ,Poblats Marítims,65.0,3,1,None,39.4665386,-0.3321119,100000.0
calle de Cuenca Tramoyeres,Benimaclet ,Benimaclet,69.0,3,1,None,39.4837904,-0.36089920000000003,130000.0
Carrer de Jerónima Galés 'Impressora,L'Hort de Senabre ,Jesús,77.0,3,1,None,39.453683000000005,-0.3901369,79990.0
Tres Forques,Nou Moles ,L'Olivereta,85.0,3,1,None,39.4654122,-0.4024209,69000.0
calle del Poeta Serrano Clavero,Benicalap ,Benicalap,86.0,2,1,None,39.4925894,-0.38913390000000003,91000.0
Avinguda Real de Madrid,Camí Real ,Jesús,130.0,4,2,None,39.4387128,-0.38939759999999995,109000.0
calle del Duque de Gaeta,Aiora ,Camins al Grau,65.0,2,1,None,39.467654100000004,-0.3491982,85500.0
Carrer de José Maestre,Tres Forques ,L'Olivereta,45.0,2,1,None,39.4638775,-0.4034687,32500.0
Ciudad Fallera,Ciutat Fallera ,Benicalap,72.0,3,1,None,39.5002224,-0.39209629999999995,70000.0
calle Carrer de Lescotilla,El Perellonet ,Pobles del Sud,83.0,2,2,None,39.2797314,-0.2785154,110000.0
calle Carrer de Carcaixent,La Raiosa ,Jesús,76.0,1,1,None,39.460193700000005,-0.38650759999999995,120000.0
Algiros ,L'Amistat ,Algirós,65.0,3,2,None,39.472296500000006,-0.3421513,105000.0
Avenida de los Hermanos Maristas,Na Rovella ,Quatre Carreres,94.0,3,1,None,39.453627399999995,-0.3627337,80000.0
calle de José Andreu Alabarta,Sant Isidre ,Patraix,117.0,4,2,None,39.4520595,-0.4035454,114500.0
calle de José Andreu Alabarta,Sant Isidre ,Patraix,117.0,4,2,None,39.4520595,-0.4035454,114500.0
Avenida del Puerto,La Creu del Grau ,Camins al Grau,80.0,4,3,None,39.4617756,-0.3387263,125000.0
calle de la Democracia,Soternes ,L'Olivereta,106.0,3,1,None,39.4726907,-0.4073637,84000.0
calle Carmelo Roda,Ciutat Fallera ,Benicalap,72.0,3,1,None,39.499567,-0.3910187,66500.0
Saidia,Tormos ,La Saïdia,70.0,3,1,None,39.487598999999996,-0.37625959999999997,65000.0
San Isidro,Sant Isidre ,Patraix,95.0,4,1,None,39.4510701,-0.40261729999999996,125000.0
Camins Al Grau,La Creu del Grau ,Camins al Grau,70.0,2,1,None,39.4654437,-0.3479365,87000.0
Poblats Maritims,La Malva-rosa ,Poblats Marítims,76.0,3,1,None,39.4665386,-0.3321119,115900.0
calle de Goya,Nou Moles ,L'Olivereta,69.0,1,1,Obra nueva,39.473806599999996,-0.39828600000000003,112942.0
calle de Goya,Nou Moles ,L'Olivereta,64.0,1,1,Obra nueva,39.473806599999996,-0.39828600000000003,110262.0
Jesus,L'Hort de Senabre ,Jesús,100.0,4,2,None,39.4548776,-0.3868173,120000.0
Poblats Maritims,La Malva-rosa ,Poblats Marítims,78.0,3,1,None,39.4665386,-0.3321119,115000.0
Jesus,Sant Marcel·lí ,Jesús,70.0,2,1,None,39.4548776,-0.3868173,85000.0
Poblats Maritims,El Cabanyal-El Canyamelar ,Poblats Marítims,65.0,3,1,None,39.4665386,-0.3321119,124900.0
calle de Goya,Nou Moles ,L'Olivereta,64.0,1,1,Obra nueva,39.473806599999996,-0.39828600000000003,111438.0
calle Angel del Alcazar,Tres Forques ,L'Olivereta,87.0,3,1,None,39.46831829999999,-0.401471,67200.0
calle Plus Ultra,En Corts ,Quatre Carreres,82.0,2,1,None,39.455102399999994,-0.37369359999999996,80000.0
calle del Conseller Francisco Bosch,La Fontsanta ,L'Olivereta,58.0,2,1,None,39.465428700000004,-0.40696259999999995,58900.0
calle del Dos de Abril,Montolivet ,Quatre Carreres,73.0,3,1,None,39.457716299999994,-0.3668885,82700.0
Carrer de Murla,Malilla ,Quatre Carreres,95.0,4,1,None,39.45492720000001,-0.3797481,103000.0
Carrer de Sant Vicent de Paül,Orriols ,Rascanya,70.0,3,1,None,39.494657600000004,-0.36571479999999995,73500.0
calle de Álvarez de Sotomayor,La Torre ,Pobles del Sud,50.0,3,1,None,39.4331094,-0.3923989,54600.0
Carrer de la Florista,Benicalap ,Benicalap,80.0,3,1,None,39.490300399999995,-0.39161399999999996,80500.0
Ontinyent,La Petxina ,Extramurs,174.0,4,1,None,39.467264,-0.3899579,90100.0
Avinguda del CID,Tres Forques ,L'Olivereta,106.0,3,2,None,39.4685471,-0.3979341,128000.0
calle de Gremis,Sant Isidre ,Patraix,102.0,3,1,None,39.4525482,-0.4054603,101000.0
calle de Alfarrasí,Benimàmet ,Pobles de l'Oest,60.0,2,1,None,39.502224700000006,-0.425512,64700.0
calle de la Murta,Benimaclet ,Benimaclet,68.0,3,1,None,39.4857609,-0.3544808,115000.0
Carrer de Russafa,El Pla del Remei ,L'Eixample,45.0,1,1,None,39.4662009,-0.3744657,105750.0
calle de Sollana,Na Rovella ,Quatre Carreres,90.0,3,1,None,39.452137,-0.3694073,89900.0
calle de Menorca,El Grau ,Poblats Marítims,62.0,2,1,None,39.4611295,-0.3395559,87000.0
calle de Benicarló,Morvedre ,La Saïdia,75.0,3,1,None,39.4868854,-0.36552929999999995,116000.0
La Malvarrosa,La Malva-rosa ,Poblats Marítims,75.0,3,1,None,39.4792914,-0.3235806674213336,109000.0
calle de la Alquería de la Estrella,Marxalenes ,La Saïdia,70.0,3,1,None,39.48557879999999,-0.3832232,128000.0
La Fontsanta,Tres Forques ,L'Olivereta,85.0,2,2,None,39.4662538,-0.4074325,93000.0
Avenida de Gaspar Aguilar,Patraix ,Patraix,100.0,4,1,None,39.456455600000005,-0.3905626,99000.0
La Llum,Nou Moles ,L'Olivereta,95.0,3,1,None,39.468814200000004,-0.4143914000000001,102000.0
calle de Archena,Soternes ,L'Olivereta,71.0,3,1,None,39.4723435,-0.40891750000000004,86000.0
calle del Pintor Ferrandis,Beteró ,Poblats Marítims,65.0,2,1,None,39.4721075,-0.3307482,130000.0
calle de la Alquería de la Estrella,Marxalenes ,La Saïdia,74.0,2,1,None,39.48557879999999,-0.3832232,98000.0
calle de Conchita Piquer,El Calvari ,Campanar,55.0,2,1,None,39.4864508,-0.39125679999999996,73000.0
Avinguda de Burjasot,Les Tendetes ,Campanar,68.0,3,1,None,39.4885349,-0.3894175,92000.0
Nazaret,Natzaret ,Poblats Marítims,59.0,2,1,None,39.450216600000005,-0.33261640000000003,120000.0
Avinguda del CID,Soternes ,L'Olivereta,100.0,3,1,None,39.4685471,-0.3979341,104000.0
calle Plaça del Músic Espí,Torrefiel ,Rascanya,85.0,2,1,None,39.496733899999995,-0.3742143638005365,159000.0
Carrer dels Serrans,La Seu ,Ciutat Vella,74.0,2,1,None,39.47805820000001,-0.3765823,150000.0
calle de Goya,Nou Moles ,L'Olivereta,123.0,3,2,Obra nueva,39.473806599999996,-0.39828600000000003,173800.0
Carrer de San Vicente Mártir,El Mercat ,Ciutat Vella,109.0,2,1,None,39.46982,-0.3786303,230000.0
Avenida de las Tres Cruces,Sant Isidre ,Patraix,120.0,3,2,Obra nueva,39.4580746,-0.40214759999999994,207500.0
Plaza del Grup Parpalló,Sant Pau ,Campanar,87.0,2,1,None,39.4766194,-0.40040171612672815,147000.0
calle de Vicente Brull,El Grau ,Poblats Marítims,107.0,3,2,Obra nueva,39.465805700000004,-0.33255419999999997,190900.0
Carrer Moreres,La Punta ,Quatre Carreres,101.0,3,2,Obra nueva,39.4499917,-0.3384939,164048.0
calle de Miguel Servet,Campanar ,Campanar,140.0,4,2,None,39.4866015,-0.3931873,165000.0
calle del Pintor Ferrandis,Beteró ,Poblats Marítims,65.0,2,1,None,39.4721075,-0.3307482,130000.0
Avenida de José Roca Coll,Safranar ,Patraix,95.0,2,2,Obra nueva,39.4602821,-0.39977640000000003,179100.0
Avenida de Francia,El Grau ,Poblats Marítims,91.0,3,2,Obra nueva,39.4581509,-0.3346157,202000.0
calle de Jaime Beltrán,La Raiosa ,Jesús,121.0,3,2,None,39.4565435,-0.3884917,150000.0
Carrer Josep AlmInyana I Vallés,Sant Pau ,Campanar,109.0,2,2,Obra nueva,39.485360299999996,-0.4055545,230000.0
Nazaret,Natzaret ,Poblats Marítims,59.0,2,1,None,39.450216600000005,-0.33261640000000003,120000.0
Carrer de les Arts Gràfiques,Exposició ,El Pla del Real,120.0,3,2,None,39.476500099999996,-0.36161309999999997,190000.0
calle de Jaime Beltrán,La Raiosa ,Jesús,88.0,1,1,None,39.4565435,-0.3884917,129900.0
Avinguda de Peris y Valero,Russafa ,L'Eixample,131.0,3,2,None,39.459695200000006,-0.369315,196000.0
Plaza del Músico López Chavarri,El Carme ,Ciutat Vella,67.0,2,1,None,39.4767352,-0.3805262022253129,170000.0
calle del Padre Huérfanos,El Carme ,Ciutat Vella,90.0,3,2,None,39.479665999999995,-0.37788979999999994,180000.0
Carrer del Poeta Maragall,La Raiosa ,Jesús,105.0,2,2,Obra nueva,39.4564917,-0.38913020000000004,185000.0
Avinguda de Peris y Valero,Gran Via ,L'Eixample,93.0,3,1,None,39.459695200000006,-0.369315,153000.0
Carrer de les Arts Gràfiques,Exposició ,El Pla del Real,90.0,4,1,None,39.476500099999996,-0.36161309999999997,185000.0
Avenida del Maestro Rodrigo,Sant Pau ,Campanar,54.0,1,1,None,39.4901425,-0.40661379999999997,137093.0
Avenida de las Gaviotas,El Perellonet ,Pobles del Sud,108.0,3,2,None,39.2940611,-0.28714470000000003,200000.0
Avenida de las Cortes Valencianas,Benicalap ,Benicalap,52.0,1,1,None,39.489714899999996,-0.3988272,170000.0
calle de Fuencaliente,La Creu del Grau ,Camins al Grau,83.0,3,1,None,39.463345700000005,-0.3496906,140850.0
Carrer de l'Heroi Romeu,Arrancapins ,Extramurs,91.0,3,1,None,39.4681729,-0.39082290000000003,140000.0
calle de Fuencaliente,La Creu del Grau ,Camins al Grau,94.0,4,1,None,39.463345700000005,-0.3496906,150000.0
calle de Cuenca,Arrancapins ,Extramurs,90.0,3,2,None,39.4675661,-0.38522280000000003,198000.0
Carrer de Sant Vicent de Paül,Sant Llorenç ,Rascanya,116.0,4,2,None,39.494657600000004,-0.36571479999999995,140000.0
calle del Doctor Lluch,El Cabanyal-El Canyamelar ,Poblats Marítims,110.0,4,2,None,39.4696455,-0.32802529999999996,150000.0
calle Joaquín Benlloch,Malilla ,Quatre Carreres,123.0,3,2,Obra nueva,39.4474951,-0.37339279999999997,220000.0
Avenida de los Hermanos Machado,Benicalap ,Benicalap,115.0,3,2,Obra nueva,39.5002155,-0.38891479999999995,205000.0
Avenida Giorgeta,Arrancapins ,Extramurs,75.0,3,1,None,39.462498,-0.3867742,175000.0
calle de la Barraca,Beteró ,Poblats Marítims,68.0,2,1,None,39.468944799999996,-0.32915229999999995,139000.0
Avenida del Primado Reig,Benimaclet ,Benimaclet,108.0,4,1,None,39.487857299999995,-0.36824320000000005,165000.0
Carrer de Rubén Vela,En Corts ,Quatre Carreres,97.0,4,2,None,39.4555276,-0.3744368,135000.0
Carrer d'Albocàsser,Benimaclet ,Benimaclet,75.0,3,1,None,39.486868,-0.36398420000000004,160000.0
Malilla,La Punta ,Quatre Carreres,85.0,3,1,None,39.4491066,-0.3755987,120000.0
calle de la Reina,El Cabanyal-El Canyamelar ,Poblats Marítims,87.0,4,1,None,39.473222799999995,-0.32800100000000004,130000.0
Carrer de Quart,La Petxina ,Extramurs,112.0,3,2,None,39.4754484,-0.3858818,170000.0
calle de Gaudencia Torres,Campanar ,Campanar,119.0,4,2,None,39.481876799999995,-0.39469840000000006,200000.0
calle del Arquitecto Monleón,La Creu Coberta ,Jesús,101.0,3,2,Obra nueva,39.4520441,-0.38482849999999996,175000.0
calle de Goya,Nou Moles ,L'Olivereta,127.0,3,2,Obra nueva,39.473806599999996,-0.39828600000000003,178528.0
Avenida de las Gaviotas,El Perellonet ,Pobles del Sud,104.0,3,2,None,39.2940611,-0.28714470000000003,120000.0
calle del Padre Huérfanos,El Carme ,Ciutat Vella,82.0,3,1,None,39.479665999999995,-0.37788979999999994,185000.0
Avenida del Puerto,La Creu del Grau ,Camins al Grau,75.0,2,1,None,39.4617756,-0.3387263,175000.0
calle de Goya,Nou Moles ,L'Olivereta,123.0,3,2,Obra nueva,39.473806599999996,-0.39828600000000003,177624.00000000006
calle de Garcilaso,El Carme ,Ciutat Vella,50.0,1,1,None,39.479485,-0.3772781,220000.0
calle de Jaime Beltrán,La Raiosa ,Jesús,124.0,3,2,None,39.4565435,-0.3884917,182500.0
Carrer de les Acàcies,Benicalap ,Benicalap,145.0,4,2,None,39.490992,-0.3882599,185000.0
Carrer de Gibraltar,Russafa ,L'Eixample,84.0,4,2,None,39.461682700000004,-0.37853309999999996,150000.0
calle de Jaime Beltrán,La Raiosa ,Jesús,117.0,3,2,None,39.4565435,-0.3884917,187525.0
Avenida de la Estación,Benimàmet ,Pobles de l'Oest,260.0,3,3,None,39.5006891,-0.42238180000000003,215000.0
Avinguda de Pérez Galdós,Arrancapins ,Extramurs,95.0,3,1,None,39.468856200000005,-0.391392,120000.0
calle de Jaime Beltrán,La Raiosa ,Jesús,117.0,3,2,None,39.4565435,-0.3884917,180500.0
calle de Alfons Verdeguer,Les Tendetes ,Campanar,159.0,4,3,None,39.4857604,-0.38949290000000003,230000.0
Cabañal,El Cabanyal-El Canyamelar ,Poblats Marítims,119.0,4,2,None,39.4701544,-0.3323547,149000.0
