address,neighbourhood,district,sqft_surface,bedrooms,bathrooms,new_construction,latitude,longitude,price
calle de María Jordán,Patraix ,Patraix,114.0,4,2,None,39.46163320000001,-0.3920555,130000.0
Malvarrosa ,La Malva-rosa ,Poblats Marítims,96.0,4,2,None,39.4792914,-0.3235806674213336,185000.0
Carrer de Juan Ramón Jiménez,Malilla ,Quatre Carreres,100.0,3,1,None,39.4484881,-0.3715723,169000.0
calle de Guillem Sorolla,El Carme ,Ciutat Vella,93.0,3,2,None,39.472601,-0.38234009999999996,200000.0
Avinguda del Doctor Waksman,En Corts ,Quatre Carreres,114.0,4,2,None,39.456708,-0.3751215,220000.0
Pobles del Sud ,El Perellonet ,Pobles del Sud,70.0,2,1,None,39.4282661,-0.3581993,120000.0
Islas Canarias,Camí Fondo ,Camins al Grau,72.0,2,2,None,39.463436,-0.34586469999999997,180000.0
calle de Pinzón,El Carme ,Ciutat Vella,47.0,2,1,None,39.4767874,-0.382504,140000.0
calle de Cuenca,Arrancapins ,Extramurs,3.0,1,1,None,39.4675661,-0.38522280000000003,198000.0
Avenida Giorgeta,Arrancapins ,Extramurs,107.0,3,1,None,39.462498,-0.3867742,195000.0
Avinguda de Peris y Valero,Russafa ,L'Eixample,72.0,2,1,None,39.459695200000006,-0.369315,127000.0
calle de Fray Pedro Ponce de Léon,Montolivet ,Quatre Carreres,80.0,3,1,None,39.4583211,-0.361902,120000.0
Avinguda de Burjasot,Benicalap ,Benicalap,190.0,5,2,None,39.4885349,-0.3894175,190000.0
calle de Manolo Taberner,Nou Moles ,L'Olivereta,116.0,3,2,Obra nueva,39.471720399999995,-0.39788409999999996,186000.0
Pobles de L'oest ,Benimàmet ,Pobles de l'Oest,115.0,3,2,None,39.4992054,-0.4142085999999999,120000.0
La Malvarrosa,La Malva-rosa ,Poblats Marítims,95.0,4,1,None,39.4792914,-0.3235806674213336,159000.0
Avenida de los Hermanos Machado,Benicalap ,Benicalap,99.0,3,2,None,39.5002155,-0.38891479999999995,212500.0
Carrer de Font de la Figuera,En Corts ,Quatre Carreres,117.0,3,2,None,39.45712,-0.37268470000000004,190000.0
Carrer Moreres,La Punta ,Quatre Carreres,101.0,2,1,Obra nueva,39.4499917,-0.3384939,164455.0
Hipica ,Trinitat ,La Saïdia,64.0,2,1,None,39.4841269,-0.3668844897129522,165000.0
calle de Vicente Brull,El Grau ,Poblats Marítims,110.0,3,2,Obra nueva,39.465805700000004,-0.33255419999999997,191900.0
Avenida de las Tres Cruces,Sant Isidre ,Patraix,89.0,2,2,Obra nueva,39.4580746,-0.40214759999999994,156106.0
calle de Zapadores,Montolivet ,Quatre Carreres,73.0,3,1,None,39.4585173,-0.3686143,130000.0
Avinguda de Pérez Galdós,Patraix ,Patraix,56.0,1,1,Obra nueva,39.4661778,-0.3896095,155000.0
Avenida de los Hermanos Machado,Benicalap ,Benicalap,106.0,3,2,Obra nueva,39.5002155,-0.38891479999999995,223000.0
Avenida de los Hermanos Machado,Benicalap ,Benicalap,93.0,2,2,Obra nueva,39.5002155,-0.38891479999999995,189000.0
Avenida de los Hermanos Machado,Benicalap ,Benicalap,111.0,3,2,Obra nueva,39.5002155,-0.38891479999999995,224000.0
Carrer del Pintor Cortina,Favara ,Patraix,118.0,3,2,None,39.454531200000005,-0.3931935,141000.0
Avenida de las Tres Cruces,Sant Isidre ,Patraix,104.0,3,2,Obra nueva,39.4580746,-0.40214759999999994,170078.0
Carrer de Carolina Álvarez,La Creu del Grau ,Camins al Grau,78.0,3,1,None,39.4607573,-0.3453208,199900.0
Avenida de los Hermanos Machado,Benicalap ,Benicalap,83.0,2,1,Obra nueva,39.5002155,-0.38891479999999995,188500.0
Avinguda de Pérez Galdós,Patraix ,Patraix,56.0,1,1,Obra nueva,39.4661778,-0.3896095,145000.0
Carrer de l'Enginyer Fausto Elio,La Malva-rosa ,Poblats Marítims,112.0,3,2,None,39.4779624,-0.3329876,175000.0
Avenida de José Roca Coll,Safranar ,Patraix,113.0,3,2,Obra nueva,39.4602821,-0.39977640000000003,192200.0
Avenida de las Tres Cruces,Sant Isidre ,Patraix,104.0,3,2,Obra nueva,39.4580746,-0.40214759999999994,170095.99999999997
calle Doriola,Morvedre ,La Saïdia,90.0,2,2,None,39.4846956,-0.376952,185000.0
calle de Vicente Brull,El Grau ,Poblats Marítims,110.0,3,2,Obra nueva,39.465805700000004,-0.33255419999999997,184900.0
Carrer Moreres,La Punta ,Quatre Carreres,84.0,2,2,Obra nueva,39.4499917,-0.3384939,143680.0
calle de Vicente Brull,El Grau ,Poblats Marítims,106.0,3,2,None,39.465805700000004,-0.33255419999999997,190900.0
Avenida de La Ronda de Natzaret,Natzaret ,Poblats Marítims,59.0,2,1,None,39.4525445,-0.3342814,120000.0
calle del Marqués de Caro,El Carme ,Ciutat Vella,77.0,3,1,None,39.4798411,-0.38100609999999996,199000.0
Carrer de Linares,Nou Moles ,L'Olivereta,135.0,4,2,None,39.4686935,-0.3931946,190000.0
calle de Gran Canaria,La Malva-rosa ,Poblats Marítims,92.0,4,1,None,39.481671399999996,-0.3292854,159000.0
calle de Miguel Servet,Benicalap ,Benicalap,87.0,2,1,None,39.4866015,-0.3931873,138000.0
calle de Daoíz y Velarde,L'Amistat ,Algirós,37.0,2,1,None,39.474398799999996,-0.349568,140000.0
calle del Arzobispo Fabian y Fuero,Marxalenes ,La Saïdia,85.0,3,1,None,39.483985,-0.3819909,138000.0
Carrer de la Senyera,Montolivet ,Quatre Carreres,90.0,3,1,None,39.4572003,-0.3623908,139000.0
Avenida del Primat Reig,Orriols ,Rascanya,102.0,3,2,None,39.4913352,-0.37276909999999996,180000.0
La Fonteta,Ciutat de les Arts i de les Ciències ,Quatre Carreres,110.0,3,2,None,39.454653799999996,-0.37151890000000004,144900.0
Carrer de Sueca,Russafa ,L'Eixample,108.0,3,3,None,39.4635138,-0.37652490000000005,230000.0
calle del Doctor Lluch,Beteró ,Poblats Marítims,85.0,2,1,None,39.4696455,-0.32802529999999996,179000.0
Plaza del Grup Parpalló,Sant Pau ,Campanar,101.0,3,2,None,39.4766194,-0.40040171612672815,175000.0
calle de Sarrión,Morvedre ,La Saïdia,102.0,3,1,None,39.4880083,-0.3780766,135000.0
Plaza del Poeta Vicente Gaos,La Bega Baixa ,Algirós,51.0,1,1,None,39.477295500000004,-0.3485252,132500.0
Carrer de San Vicente Mártir,El Mercat ,Ciutat Vella,44.0,1,1,None,39.46982,-0.3786303,180200.0
calle de Cuenca,Arrancapins ,Extramurs,90.0,2,2,None,39.4675661,-0.38522280000000003,215000.0
Carrer de Caravaca,Mestalla ,El Pla del Real,137.0,4,2,None,39.473157,-0.3550975,205000.0
calle de Molinell,Trinitat ,La Saïdia,95.0,2,1,None,39.4849351,-0.36705279999999996,165000.0
calle de Menorca,La Creu del Grau ,Camins al Grau,93.0,3,1,None,39.4612806,-0.33953790000000006,134900.0
Carrer de Sant Vicent de Paül,Orriols ,Rascanya,111.0,4,2,None,39.494657600000004,-0.36571479999999995,139900.0
Plaza del Grup Parpalló,Sant Pau ,Campanar,109.0,3,2,None,39.4766194,-0.40040171612672815,175000.0
Benimamet,Benimàmet ,Pobles de l'Oest,224.0,4,3,None,39.502815999999996,-0.4210846,179000.0
calle de Benicarló,Benimaclet ,Benimaclet,77.0,3,1,None,39.485521899999995,-0.36368540000000005,147500.0
Avinguda Doctor Peset Aleixandre,Tormos ,La Saïdia,127.0,4,2,None,39.4916961,-0.3751379,149999.0
Ruzafa,Russafa ,L'Eixample,55.0,1,1,None,39.46203975,-0.37139256693932426,185000.0
Avinguda de Joan XXIII,Benicalap ,Benicalap,81.0,3,1,None,39.4903222,-0.3822995,130000.0
calle de Fray Pedro Vives,Sant Antoni ,La Saïdia,116.0,4,2,None,39.486619399999995,-0.3734091,170000.0
Carrer Padre Esteban Pernet,Tres Forques ,L'Olivereta,121.0,4,2,None,39.4672458,-0.40809520000000005,179000.0
Carrer del Archiduque Carlos,Patraix ,Patraix,117.0,4,2,None,39.465585499999996,-0.39428070000000004,204900.0
Avinguda de Pius XII,Campanar ,Campanar,107.0,2,1,None,39.481069700000006,-0.3926038,140000.0
Carrer del Museu,El Carme ,Ciutat Vella,81.0,4,1,None,39.4797292,-0.3794225,175000.0
calle Dr Lluch,El Cabanyal-El Canyamelar ,Poblats Marítims,63.0,1,1,None,39.4684375,-0.328127,126000.0
calle de Leandro de Saralegui,La Bega Baixa ,Algirós,62.0,2,1,None,39.4749674,-0.34754709999999994,185000.0
calle de Giménez y Costa,La Torre ,Pobles del Sud,223.0,4,2,None,39.433681299999996,-0.3892866,165500.0
calle de Velázquez,Nou Moles ,L'Olivereta,123.0,4,2,None,39.4736495,-0.4017813,124000.0
Avinguda del Cardenal Benlloch,Mestalla ,El Pla del Real,137.0,7,2,None,39.475105,-0.35265219999999997,210000.0
calle de José María Haro,L'Illa Perduda ,Algirós,105.0,3,2,None,39.4725046,-0.33743909999999994,205000.0
calle de Vicente Brull,El Grau ,Poblats Marítims,109.0,3,2,None,39.465805700000004,-0.33255419999999997,196900.0
Carrer del Ministre Lluís Mayans,Morvedre ,La Saïdia,80.0,2,2,None,39.4871439,-0.3713012,139000.0
Avinguda de Burjasot,Benicalap ,Benicalap,117.0,4,2,None,39.4885349,-0.3894175,167000.0
calle Ayora,Patraix ,Patraix,135.0,4,2,None,39.4662467,-0.39220029999999995,178000.0
Avenida del Maestro Rodrigo,Sant Pau ,Campanar,49.0,1,1,None,39.4901425,-0.40661379999999997,137093.0
Avinguda Alcalde Gisbert Rico,Ciutat de les Arts i de les Ciències ,Quatre Carreres,70.0,2,1,None,39.456549200000005,-0.3597072,148000.0
Avenida del Primado Reig,Benimaclet ,Benimaclet,126.0,4,1,None,39.487857299999995,-0.36824320000000005,185000.0
calle de Molinell,Trinitat ,La Saïdia,59.0,2,1,None,39.4849351,-0.36705279999999996,165000.0
Carrer de la Mar,La Xerea ,Ciutat Vella,35.0,1,1,None,39.473055,-0.3700502,230000.0
calle de Manuela Estellés,Beteró ,Poblats Marítims,78.0,3,1,None,39.471965600000004,-0.33480329999999997,140000.0
calle de Jaime Beltrán,La Raiosa ,Jesús,116.0,3,2,None,39.4565435,-0.3884917,178500.0
calle de Esteban Ballester,Beteró ,Poblats Marítims,112.0,4,2,None,39.47230029999999,-0.3362175,198000.0
calle del Doctor Serrano,Russafa ,L'Eixample,67.0,2,1,None,39.462482200000004,-0.37205770000000005,175000.0
Carrer de Joaquim Ballester,Les Tendetes ,Campanar,117.0,4,2,None,39.4845783,-0.3860146,165000.0
Sant Isidre,Vara de Quart ,Patraix,138.0,4,2,None,39.454018100000006,-0.40280390000000005,153000.0
calle del Rosari,El Cabanyal-El Canyamelar ,Poblats Marítims,125.0,3,2,None,39.4657073,-0.3316034,175000.0
Carrer de Gil Polo,El Carme ,Ciutat Vella,77.0,2,1,None,39.478055100000006,-0.3772567,168000.0
Carrer del Periodista Gil Sumbiela,Benicalap ,Benicalap,102.0,3,1,None,39.4934831,-0.3898259,125000.0
calle de Enguera,Patraix ,Patraix,78.0,2,1,None,39.4641144,-0.3938339,149000.0
calle de Cuenca Tramoyeres,Benimaclet ,Benimaclet,123.0,4,1,None,39.4837904,-0.36089920000000003,199000.0
calle,El Cabanyal-El Canyamelar ,Poblats Marítims,95.0,3,1,None,39.45315745,-0.3294055196053526,163000.0
Carrer de Sueca,Russafa ,L'Eixample,82.0,2,1,None,39.4635138,-0.37652490000000005,184050.0
calle de Jaime Beltrán,La Raiosa ,Jesús,117.0,3,2,None,39.4565435,-0.3884917,177500.0
calle del Rosario,El Cabanyal-El Canyamelar ,Poblats Marítims,84.0,2,1,None,39.4657073,-0.3316034,172900.0
Sant Marcel·Lí,Sant Marcel·lí ,Jesús,95.0,3,2,None,39.445536499999996,-0.3904804,130000.0
calle de la Barraca,El Cabanyal-El Canyamelar ,Poblats Marítims,110.0,3,1,None,39.468944799999996,-0.32915229999999995,130000.0
Carrer de Cadis,Russafa ,L'Eixample,60.0,2,1,None,39.4626436,-0.3741614,149000.0
Carrer de les Acàcies,Benicalap ,Benicalap,82.0,3,1,None,39.490992,-0.3882599,169000.0
Avinguda de Peris y Valero,Russafa ,L'Eixample,87.0,3,1,None,39.459695200000006,-0.369315,145000.0
Carrer de l'Historiador Diago,Arrancapins ,Extramurs,120.0,2,1,None,39.4676,-0.3835278,199000.0
calle de Asturias,Camí Fondo ,Camins al Grau,127.0,4,2,None,39.463984499999995,-0.3517744,164000.0
Carrer del Guadalaviar,Morvedre ,La Saïdia,114.0,4,2,None,39.4826566,-0.37725440000000005,170000.0
Carrer del Doctor Calatayud Baya,Campanar ,Campanar,119.0,4,2,None,39.4801914,-0.3957133,190000.0
calle de Giménez y Costa,La Torre ,Pobles del Sud,123.0,3,2,None,39.433681299999996,-0.3892866,124500.0
calle del Doctor Nicasio Benlloch,Benicalap ,Benicalap,44.0,2,1,None,39.4970759,-0.4010216,165000.0
Carrer de Cuba,Russafa ,L'Eixample,108.0,4,1,None,39.4598391,-0.375544,189000.0
Gran Vía,València Capital,None,70.0,1,2,None,38.3673347,-0.4124449205494879,120000.0
calle de Vicente Brull,El Grau ,Poblats Marítims,109.0,3,2,None,39.465805700000004,-0.33255419999999997,194900.0
calle de Alboraya,Benimaclet ,Benimaclet,96.0,2,1,None,39.4872605,-0.3677391,160000.0
Avenida del Primado Reig,Benimaclet ,Benimaclet,51.0,1,1,None,39.487857299999995,-0.36824320000000005,174900.0
calle de Jaime Beltrán,La Raiosa ,Jesús,116.0,3,2,None,39.4565435,-0.3884917,183500.0
calle de Leandro de Saralegui,La Bega Baixa ,Algirós,70.0,2,1,None,39.4749674,-0.34754709999999994,185000.0
calle de Vicente Brull,El Grau ,Poblats Marítims,106.0,3,2,None,39.465805700000004,-0.33255419999999997,193900.0
calle Dr J J Domine,El Cabanyal-El Canyamelar ,Poblats Marítims,100.0,3,2,None,39.4603956,-0.33230540000000003,185000.0
Avenida Giorgeta,La Raiosa ,Jesús,132.0,3,2,None,39.4578476,-0.383651,218000.0
calle de Jaime Beltrán,La Raiosa ,Jesús,117.0,3,2,None,39.4565435,-0.3884917,183500.0
calle de Vicente Brull,El Grau ,Poblats Marítims,110.0,3,2,None,39.465805700000004,-0.33255419999999997,191900.0
Carrer de Totana,Nou Moles ,L'Olivereta,75.0,3,1,None,39.4692245,-0.3948722,135000.0
calle de Jaime Beltrán,La Raiosa ,Jesús,124.0,3,2,None,39.4565435,-0.3884917,189525.0
calle del Conde de Oliva,El Cabanyal-El Canyamelar ,Poblats Marítims,48.0,3,1,None,39.473315299999996,-0.3327712,148000.0
Carrer Juan José Barcia Goyanes,Benicalap ,Benicalap,109.0,3,2,None,39.4961148,-0.3845095,195000.0
Carrer de Sueca,Russafa ,L'Eixample,100.0,4,1,None,39.4635138,-0.37652490000000005,200000.0
calle de Vicente Brull,El Grau ,Poblats Marítims,109.0,3,2,None,39.465805700000004,-0.33255419999999997,184900.0
calle Carrer del Consol,El Grau ,Poblats Marítims,129.0,4,2,None,39.462176299999996,-0.3367243,180000.0
calle de Velázquez,Nou Moles ,L'Olivereta,123.0,4,2,None,39.4736495,-0.4017813,130000.0
Leixample,Russafa ,L'Eixample,64.0,2,1,None,39.46436129999999,-0.36939720000000004,165000.0
calle de la Reina,El Cabanyal-El Canyamelar ,Poblats Marítims,113.0,4,2,None,39.473222799999995,-0.32800100000000004,189000.0
Avenida de Ausiàs March,Na Rovella ,Quatre Carreres,156.0,4,2,None,39.4434875,-0.3693949,230000.0
calle de Jaime Beltrán,La Raiosa ,Jesús,117.0,3,2,None,39.4565435,-0.3884917,178500.0
calle de Martí Grajales,El Cabanyal-El Canyamelar ,Poblats Marítims,91.0,4,1,None,39.468649799999994,-0.3336167,165000.0
València,La Roqueta ,Extramurs,100.0,2,1,None,39.479714799999996,-0.382696,180000.0
calle de Zapadores,Montolivet ,Quatre Carreres,80.0,3,1,None,39.4585173,-0.3686143,125000.0
calle de Molinell,Trinitat ,La Saïdia,64.0,3,2,None,39.4849351,-0.36705279999999996,165000.0
calle de Pego,Benimàmet ,Pobles de l'Oest,112.0,3,2,None,39.5021641,-0.41823019999999994,127900.0
calle del Maestro Cristóbal León,Carpesa ,Pobles del Nord,237.0,3,1,None,39.5157034,-0.3770642,135000.0
Avenida de Ausiàs March,Malilla ,Quatre Carreres,124.0,3,2,None,39.4434875,-0.3693949,225000.0
Avenida de Vicente Blasco Ibáñez,La Bega Baixa ,Algirós,100.0,3,1,None,39.4757807,-0.35218330000000003,185000.0
Velluters,El Pilar ,Ciutat Vella,81.0,3,2,None,39.4710416,-0.3806073,219000.0
Carrer de Puerto Rico,Russafa ,L'Eixample,52.0,2,1,None,39.4615676,-0.37516659999999996,165000.0
calle de Jaime Beltrán,La Raiosa ,Jesús,116.0,3,2,None,39.4565435,-0.3884917,177500.0
calle de Jaime Beltrán,La Raiosa ,Jesús,116.0,3,2,None,39.4565435,-0.3884917,180500.0
Jesús,La Torre ,Pobles del Sud,101.0,2,2,None,39.30989870000001,-0.3180681692202456,155000.0
Carrer Rafael Lapesa Melgar,Camí Real ,Jesús,120.0,3,2,None,39.4395149,-0.38783,179000.0
Avinguda del Cardenal Benlloch,L'Amistat ,Algirós,71.0,2,1,None,39.471599600000005,-0.35399369999999997,169000.0
Carrer dels Vivons,Russafa ,L'Eixample,70.0,2,1,None,39.4597835,-0.3721485,165000.0
calle del Arquitecto Monleón,La Creu Coberta ,Jesús,101.0,3,2,Obra nueva,39.4520441,-0.38482849999999996,170000.0
Pobles del Sud ,El Saler ,Pobles del Sud,69.0,2,1,None,39.4282661,-0.3581993,125000.0
Carrer de l'Erudit Orellana,La Petxina ,Extramurs,60.0,2,1,None,39.4707258,-0.3874568,149000.0
Pobles del Sud ,El Perellonet ,Pobles del Sud,76.0,2,1,None,39.4282661,-0.3581993,120000.0
calle de Ramiro de Maeztu,Aiora ,Camins al Grau,90.0,3,1,None,39.466581700000006,-0.3452626,125000.0
calle de Manuela Estellés,Beteró ,Poblats Marítims,95.0,4,2,None,39.471965600000004,-0.33480329999999997,143000.0
calle de Juan Verdeguer,El Grau ,Poblats Marítims,84.0,2,1,Obra nueva,39.4587312,-0.33716430000000003,226000.0
Avenida Giorgeta,La Raiosa ,Jesús,91.0,4,1,None,39.4578476,-0.383651,169000.0
Pobles del Sud ,El Perellonet ,Pobles del Sud,97.0,2,2,None,39.4282661,-0.3581993,130000.0
calle Carrer de Sant Joan de Déu,La Malva-rosa ,Poblats Marítims,97.0,3,2,None,39.4777215,-0.32993590000000006,154000.0
Carrer de San Vicente Mártir,Sant Francesc ,Ciutat Vella,85.0,2,2,None,39.46982,-0.3786303,155000.0
Gran Vía de Ramón y Cajal,La Roqueta ,Extramurs,136.0,4,2,None,39.4648128,-0.3809232,220000.0
calle de Esteban Ballester,Beteró ,Poblats Marítims,106.0,4,2,None,39.47230029999999,-0.3362175,188000.0
Carrer de Juan Ramón Jiménez,Malilla ,Quatre Carreres,1.0,1,1,None,39.4484881,-0.3715723,125000.0
El Carmen,El Carme ,Ciutat Vella,78.0,3,1,None,39.47822120000001,-0.3810013,199000.0
calle del Pintor Fillol,El Carme ,Ciutat Vella,70.0,2,1,None,39.478790100000005,-0.3783925,137000.0
calle de Jaime Beltrán,La Raiosa ,Jesús,97.0,3,2,None,39.4565435,-0.3884917,163500.0
Avinguda del Doctor Ruiz y Comes,El Castellar-L'Oliveral ,Pobles del Sud,112.0,4,1,None,39.4238323,-0.3621953,140000.0
calle Pedro Patricio Mey,Torrefiel ,Rascanya,76.0,2,2,None,39.4924092,-0.37782009999999994,152713.0
calle de Esteban Ballester,Beteró ,Poblats Marítims,112.0,4,2,None,39.47230029999999,-0.3362175,180000.0
calle de Albacete,Arrancapins ,Extramurs,127.0,2,2,None,39.461082,-0.3857738,220000.0
calle del Músico Peydró,Sant Francesc ,Ciutat Vella,75.0,3,1,None,39.470608399999996,-0.37906609999999996,220000.0
Carrer del Picaio,Benicalap ,Benicalap,100.0,4,2,None,39.4907691,-0.3875852,149000.0
Avinguda del CID,Nou Moles ,L'Olivereta,133.0,3,2,None,39.4685471,-0.3979341,150000.0
calle de Fuerteventura,La Malva-rosa ,Poblats Marítims,80.0,3,2,None,39.4813833,-0.3284243,125000.0
calle de Juan Castelló,Tormos ,La Saïdia,90.0,3,1,None,39.490202200000006,-0.3764105,129000.0
calle de Jaime Beltrán,La Raiosa ,Jesús,124.0,3,2,None,39.4565435,-0.3884917,179500.0
Carrer de l'Escultor Piquer,Torrefiel ,Rascanya,105.0,4,2,None,39.4921541,-0.37657579999999996,130500.0
Avenida del Primado Reig,Benimaclet ,Benimaclet,63.0,1,1,None,39.487857299999995,-0.36824320000000005,174900.0
calle de Jaime Beltrán,La Raiosa ,Jesús,116.0,3,2,None,39.4565435,-0.3884917,187525.0
Avenida del Puerto,El Grau ,Poblats Marítims,141.0,4,1,None,39.4599805,-0.3328886,180000.0
Carrer de Totana,Nou Moles ,L'Olivereta,104.0,4,2,None,39.4692245,-0.3948722,140000.0
calle de Vicente Brull,El Grau ,Poblats Marítims,106.0,3,2,Obra nueva,39.465805700000004,-0.33255419999999997,191900.0
Carrer de Finlàndia,Mestalla ,El Pla del Real,125.0,3,2,None,39.4719685,-0.35956859999999996,179000.0
Carrer de Juan Ramón Jiménez,Malilla ,Quatre Carreres,100.0,3,2,None,39.4484881,-0.3715723,154600.0
calle de Jaime Beltrán,La Raiosa ,Jesús,124.0,3,2,None,39.4565435,-0.3884917,185500.0
calle Carrer de Sant Joan de Déu,La Malva-rosa ,Poblats Marítims,116.0,4,2,None,39.4777215,-0.32993590000000006,180000.0
calle de Calixto III,La Petxina ,Extramurs,95.0,3,2,None,39.471098299999994,-0.3893572,160000.0
calle Dr Manuel Candela,L'Amistat ,Algirós,109.0,3,2,None,39.470481400000004,-0.3494406,220000.0
La Malvarrosa,El Grau ,Poblats Marítims,4.0,1,1,None,39.4792914,-0.3235806674213336,175000.0
Avinguda de Joan XXIII,Benicalap ,Benicalap,90.0,3,2,None,39.4903222,-0.3822995,225000.0
Avenida de la Constitución,Marxalenes ,La Saïdia,90.0,3,1,None,39.4860601,-0.37824990000000003,145000.0
Avinguda de Pérez Galdós,Nou Moles ,L'Olivereta,97.0,3,1,None,39.4679698,-0.3908855,130000.0
calle de Albacete,Arrancapins ,Extramurs,137.0,2,2,None,39.461082,-0.3857738,220000.0
Carrer de San Vicente Mártir,Arrancapins ,Extramurs,75.0,2,1,None,39.4629125,-0.3821616,145000.0
Gran Vía de Ramón y Cajal,La Roqueta ,Extramurs,103.0,3,1,None,39.4648128,-0.3809232,220000.0
calle de Rascaña,Campanar ,Campanar,93.0,4,2,None,39.4804882,-0.394916,130000.0
calle de Cuenca Tramoyeres,Benimaclet ,Benimaclet,69.0,3,1,None,39.4837904,-0.36089920000000003,130000.0
Avinguda de Burjasot,Benicalap ,Benicalap,180.0,3,2,None,39.4885349,-0.3894175,120000.0
Avinguda de Pérez Galdós,Nou Moles ,L'Olivereta,103.0,3,2,None,39.4679698,-0.3908855,180000.0
calle de Molinell,Trinitat ,La Saïdia,67.0,2,1,None,39.4849351,-0.36705279999999996,165000.0
Avenida de Francia,El Grau ,Poblats Marítims,109.0,3,2,Obra nueva,39.4581509,-0.3346157,202000.0
Carrer de Linares,Arrancapins ,Extramurs,117.0,4,2,None,39.468998299999996,-0.3917738,143000.0
Sant Antoni,Sant Francesc ,Ciutat Vella,127.0,3,2,None,39.4828276,-0.38040209999999997,200000.0
calle del Pintor Maella,La Creu del Grau ,Camins al Grau,80.0,4,3,None,39.4637156,-0.3463579,125000.0
Avenida Giorgeta,La Raiosa ,Jesús,116.0,3,2,None,39.4578476,-0.383651,169000.0
Avenida del Puerto,La Creu del Grau ,Camins al Grau,106.0,4,2,None,39.4617756,-0.3387263,225000.0
Avinguda de Tres Forques,Tres Forques ,L'Olivereta,75.0,3,1,None,39.4637178,-0.4053235,129000.0
calle de Fray Francisco Cabezas,Torrefiel ,Rascanya,86.0,3,2,None,39.4962277,-0.37304570000000004,139000.0
